timestamp,ticker,name,current_price,day_high,day_low,volume,market_cap
2026-03-13T01:23:45.975976,MSFT,Microsoft Corporation,404.0,405.77,401.815,4644337,3002680737792
2026-03-11T09:30:00-04:00,MSFT,Microsoft Corporation,407.45001220703125,407.45001220703125,405.760009765625,1901459,3002680737792
2026-03-11T09:31:00-04:00,MSFT,Microsoft Corporation,407.6300048828125,408.489990234375,407.28009033203125,186139,3002680737792
2026-03-11T09:32:00-04:00,MSFT,Microsoft Corporation,407.17999267578125,408.1600036621094,406.8500061035156,169555,3002680737792
2026-03-11T09:33:00-04:00,MSFT,Microsoft Corporation,408.1000061035156,408.1000061035156,406.7799987792969,111592,3002680737792
2026-03-11T09:34:00-04:00,MSFT,Microsoft Corporation,407.32501220703125,408.0249938964844,407.29998779296875,86209,3002680737792
2026-03-11T09:35:00-04:00,MSFT,Microsoft Corporation,407.67498779296875,408.0,407.310791015625,146237,3002680737792
2026-03-11T09:36:00-04:00,MSFT,Microsoft Corporation,407.9200134277344,408.3500061035156,407.30999755859375,118567,3002680737792
2026-03-11T09:37:00-04:00,MSFT,Microsoft Corporation,408.6600036621094,408.7799987792969,407.80999755859375,113430,3002680737792
2026-03-11T09:38:00-04:00,MSFT,Microsoft Corporation,408.2300109863281,409.010009765625,408.05499267578125,90411,3002680737792
2026-03-11T09:39:00-04:00,MSFT,Microsoft Corporation,407.5450134277344,408.45001220703125,407.29998779296875,75897,3002680737792
2026-03-11T09:40:00-04:00,MSFT,Microsoft Corporation,408.5085144042969,408.5299987792969,407.5450134277344,98559,3002680737792
2026-03-11T09:41:00-04:00,MSFT,Microsoft Corporation,408.8699951171875,409.0,408.5450134277344,79924,3002680737792
2026-03-11T09:42:00-04:00,MSFT,Microsoft Corporation,407.6499938964844,408.8699951171875,407.6499938964844,77871,3002680737792
2026-03-11T09:43:00-04:00,MSFT,Microsoft Corporation,407.8399963378906,407.8900146484375,407.2200012207031,63863,3002680737792
2026-03-11T09:44:00-04:00,MSFT,Microsoft Corporation,407.739990234375,408.1499938964844,407.6499938964844,44064,3002680737792
2026-03-11T09:45:00-04:00,MSFT,Microsoft Corporation,408.0950012207031,408.4800109863281,407.4200134277344,61434,3002680737792
2026-03-11T09:46:00-04:00,MSFT,Microsoft Corporation,407.59368896484375,408.2099914550781,407.552001953125,41594,3002680737792
2026-03-11T09:47:00-04:00,MSFT,Microsoft Corporation,407.6700134277344,407.75,407.43499755859375,35017,3002680737792
2026-03-11T09:48:00-04:00,MSFT,Microsoft Corporation,407.4700012207031,407.7900085449219,407.3100891113281,68691,3002680737792
2026-03-11T09:49:00-04:00,MSFT,Microsoft Corporation,407.2250061035156,407.44000244140625,407.1300048828125,72773,3002680737792
2026-03-11T09:50:00-04:00,MSFT,Microsoft Corporation,406.75,407.3185119628906,406.6600036621094,68754,3002680737792
2026-03-11T09:51:00-04:00,MSFT,Microsoft Corporation,406.739990234375,407.0,406.3999938964844,43553,3002680737792
2026-03-11T09:52:00-04:00,MSFT,Microsoft Corporation,406.8949890136719,406.9200134277344,406.5,41351,3002680737792
2026-03-11T09:53:00-04:00,MSFT,Microsoft Corporation,406.9800109863281,407.2799987792969,406.8528137207031,39780,3002680737792
2026-03-11T09:54:00-04:00,MSFT,Microsoft Corporation,406.6300048828125,407.0321960449219,406.57000732421875,52436,3002680737792
2026-03-11T09:55:00-04:00,MSFT,Microsoft Corporation,406.635009765625,406.95001220703125,406.45001220703125,47875,3002680737792
2026-03-11T09:56:00-04:00,MSFT,Microsoft Corporation,406.4700012207031,406.760009765625,406.44000244140625,71167,3002680737792
2026-03-11T09:57:00-04:00,MSFT,Microsoft Corporation,406.3699035644531,406.6600036621094,406.2200012207031,49588,3002680737792
2026-03-11T09:58:00-04:00,MSFT,Microsoft Corporation,407.07000732421875,407.2099914550781,406.2699890136719,45815,3002680737792
2026-03-11T09:59:00-04:00,MSFT,Microsoft Corporation,407.2799072265625,407.2799987792969,406.6700134277344,51554,3002680737792
2026-03-11T10:00:00-04:00,MSFT,Microsoft Corporation,408.07000732421875,408.1700134277344,406.989990234375,116209,3002680737792
2026-03-11T10:01:00-04:00,MSFT,Microsoft Corporation,407.8550109863281,408.32989501953125,407.6400146484375,73483,3002680737792
2026-03-11T10:02:00-04:00,MSFT,Microsoft Corporation,407.8500061035156,407.9997863769531,407.4281921386719,46156,3002680737792
2026-03-11T10:03:00-04:00,MSFT,Microsoft Corporation,407.30999755859375,407.80499267578125,407.05999755859375,58671,3002680737792
2026-03-11T10:04:00-04:00,MSFT,Microsoft Corporation,407.3450012207031,407.6400146484375,407.20001220703125,57931,3002680737792
2026-03-11T10:05:00-04:00,MSFT,Microsoft Corporation,407.760009765625,407.82989501953125,407.19000244140625,74521,3002680737792
2026-03-11T10:06:00-04:00,MSFT,Microsoft Corporation,407.2749938964844,407.9700012207031,407.2699890136719,46946,3002680737792
2026-03-11T10:07:00-04:00,MSFT,Microsoft Corporation,407.07000732421875,407.44000244140625,406.989990234375,54960,3002680737792
2026-03-11T10:08:00-04:00,MSFT,Microsoft Corporation,406.8699951171875,407.07000732421875,406.6499938964844,54480,3002680737792
2026-03-11T10:09:00-04:00,MSFT,Microsoft Corporation,406.7991027832031,407.0,406.6400146484375,55833,3002680737792
2026-03-11T10:10:00-04:00,MSFT,Microsoft Corporation,407.0799865722656,407.16400146484375,406.6700134277344,41961,3002680737792
2026-03-11T10:11:00-04:00,MSFT,Microsoft Corporation,406.5350036621094,407.1799011230469,406.3800048828125,68046,3002680737792
2026-03-11T10:12:00-04:00,MSFT,Microsoft Corporation,406.1099853515625,406.5799865722656,405.8999938964844,86292,3002680737792
2026-03-11T10:13:00-04:00,MSFT,Microsoft Corporation,406.1650085449219,406.3599853515625,405.8500061035156,76076,3002680737792
2026-03-11T10:14:00-04:00,MSFT,Microsoft Corporation,406.05999755859375,406.373291015625,406.0400085449219,49456,3002680737792
2026-03-11T10:15:00-04:00,MSFT,Microsoft Corporation,405.83221435546875,406.32000732421875,405.7200012207031,44278,3002680737792
2026-03-11T10:16:00-04:00,MSFT,Microsoft Corporation,405.5199890136719,405.9100036621094,405.29998779296875,73514,3002680737792
2026-03-11T10:17:00-04:00,MSFT,Microsoft Corporation,405.4991149902344,405.57989501953125,405.3399963378906,40501,3002680737792
2026-03-11T10:18:00-04:00,MSFT,Microsoft Corporation,405.7049865722656,405.7049865722656,405.3699951171875,43473,3002680737792
2026-03-11T10:19:00-04:00,MSFT,Microsoft Corporation,405.4100036621094,405.8500061035156,405.4100036621094,54855,3002680737792
2026-03-11T10:20:00-04:00,MSFT,Microsoft Corporation,405.3800048828125,405.4599914550781,405.07000732421875,41596,3002680737792
2026-03-11T10:21:00-04:00,MSFT,Microsoft Corporation,404.6683044433594,405.4100036621094,404.6099853515625,96757,3002680737792
2026-03-11T10:22:00-04:00,MSFT,Microsoft Corporation,404.7799987792969,404.8500061035156,404.44000244140625,89512,3002680737792
2026-03-11T10:23:00-04:00,MSFT,Microsoft Corporation,404.4800109863281,404.7749938964844,404.32501220703125,61372,3002680737792
2026-03-11T10:24:00-04:00,MSFT,Microsoft Corporation,404.3699951171875,404.54998779296875,404.29998779296875,68578,3002680737792
2026-03-11T10:25:00-04:00,MSFT,Microsoft Corporation,403.918212890625,404.45001220703125,403.79998779296875,119185,3002680737792
2026-03-11T10:26:00-04:00,MSFT,Microsoft Corporation,403.57000732421875,404.010009765625,403.3999938964844,93298,3002680737792
2026-03-11T10:27:00-04:00,MSFT,Microsoft Corporation,403.54998779296875,403.79998779296875,403.30499267578125,50381,3002680737792
2026-03-11T10:28:00-04:00,MSFT,Microsoft Corporation,403.9100036621094,403.9599914550781,403.5,41538,3002680737792
2026-03-11T10:29:00-04:00,MSFT,Microsoft Corporation,404.45001220703125,404.5799865722656,403.8800048828125,76548,3002680737792
2026-03-11T10:30:00-04:00,MSFT,Microsoft Corporation,404.7550048828125,404.79998779296875,404.42999267578125,94031,3002680737792
2026-03-11T10:31:00-04:00,MSFT,Microsoft Corporation,404.2698974609375,404.96990966796875,404.1700134277344,68657,3002680737792
2026-03-11T10:32:00-04:00,MSFT,Microsoft Corporation,403.9949951171875,404.2650146484375,403.9200134277344,67094,3002680737792
2026-03-11T10:33:00-04:00,MSFT,Microsoft Corporation,403.4700012207031,403.9949951171875,403.4700012207031,110149,3002680737792
2026-03-11T10:34:00-04:00,MSFT,Microsoft Corporation,403.69500732421875,403.7095031738281,403.2449951171875,52246,3002680737792
2026-03-11T10:35:00-04:00,MSFT,Microsoft Corporation,404.1400146484375,404.20001220703125,403.6600036621094,54599,3002680737792
2026-03-11T10:36:00-04:00,MSFT,Microsoft Corporation,404.45001220703125,404.4700012207031,404.0899963378906,36848,3002680737792
2026-03-11T10:37:00-04:00,MSFT,Microsoft Corporation,404.3999938964844,404.6000061035156,404.20001220703125,51908,3002680737792
2026-03-11T10:38:00-04:00,MSFT,Microsoft Corporation,404.19000244140625,404.5899963378906,404.04998779296875,41180,3002680737792
2026-03-11T10:39:00-04:00,MSFT,Microsoft Corporation,404.010009765625,404.239990234375,403.8399963378906,47477,3002680737792
2026-03-11T10:40:00-04:00,MSFT,Microsoft Corporation,404.07501220703125,404.20001220703125,403.7749938964844,42378,3002680737792
2026-03-11T10:41:00-04:00,MSFT,Microsoft Corporation,404.07000732421875,404.2099914550781,403.94000244140625,65978,3002680737792
2026-03-11T10:42:00-04:00,MSFT,Microsoft Corporation,404.1650085449219,404.32501220703125,403.8299865722656,49784,3002680737792
2026-03-11T10:43:00-04:00,MSFT,Microsoft Corporation,404.760009765625,404.79998779296875,404.239990234375,61516,3002680737792
2026-03-11T10:44:00-04:00,MSFT,Microsoft Corporation,404.7296142578125,405.0,404.67999267578125,60262,3002680737792
2026-03-11T10:45:00-04:00,MSFT,Microsoft Corporation,404.3699951171875,404.70001220703125,404.2799987792969,33136,3002680737792
2026-03-11T10:46:00-04:00,MSFT,Microsoft Corporation,404.0199890136719,404.5299987792969,404.0,39169,3002680737792
2026-03-11T10:47:00-04:00,MSFT,Microsoft Corporation,404.2850036621094,404.30499267578125,403.9800109863281,43341,3002680737792
2026-03-11T10:48:00-04:00,MSFT,Microsoft Corporation,404.05499267578125,404.2850036621094,403.739990234375,87135,3002680737792
2026-03-11T10:49:00-04:00,MSFT,Microsoft Corporation,404.16009521484375,404.30999755859375,404.010009765625,30969,3002680737792
2026-03-11T10:50:00-04:00,MSFT,Microsoft Corporation,404.2699890136719,404.4200134277344,404.1099853515625,48120,3002680737792
2026-03-11T10:51:00-04:00,MSFT,Microsoft Corporation,404.25,404.3599853515625,404.0400085449219,38340,3002680737792
2026-03-11T10:52:00-04:00,MSFT,Microsoft Corporation,404.2200012207031,404.2799987792969,404.05999755859375,42199,3002680737792
2026-03-11T10:53:00-04:00,MSFT,Microsoft Corporation,404.4281921386719,404.5,404.1499938964844,38932,3002680737792
2026-03-11T10:54:00-04:00,MSFT,Microsoft Corporation,404.31500244140625,404.5,404.29998779296875,26893,3002680737792
2026-03-11T10:55:00-04:00,MSFT,Microsoft Corporation,404.2900085449219,404.3760070800781,404.1099853515625,36313,3002680737792
2026-03-11T10:56:00-04:00,MSFT,Microsoft Corporation,404.30999755859375,404.57501220703125,404.239990234375,29342,3002680737792
2026-03-11T10:57:00-04:00,MSFT,Microsoft Corporation,404.3399963378906,404.3399963378906,404.17999267578125,22279,3002680737792
2026-03-11T10:58:00-04:00,MSFT,Microsoft Corporation,404.3699951171875,404.5400085449219,404.29998779296875,48115,3002680737792
2026-03-11T10:59:00-04:00,MSFT,Microsoft Corporation,404.260009765625,404.3800048828125,403.8299865722656,109583,3002680737792
2026-03-11T11:00:00-04:00,MSFT,Microsoft Corporation,404.4549865722656,404.510009765625,404.1000061035156,74079,3002680737792
2026-03-11T11:01:00-04:00,MSFT,Microsoft Corporation,404.2300109863281,404.6000061035156,404.1499938964844,532921,3002680737792
2026-03-11T11:02:00-04:00,MSFT,Microsoft Corporation,403.8800048828125,404.2900085449219,403.8349914550781,39663,3002680737792
2026-03-11T11:03:00-04:00,MSFT,Microsoft Corporation,403.82000732421875,403.9200134277344,403.67010498046875,39200,3002680737792
2026-03-11T11:04:00-04:00,MSFT,Microsoft Corporation,404.1099853515625,404.1099853515625,403.6000061035156,51235,3002680737792
2026-03-11T11:05:00-04:00,MSFT,Microsoft Corporation,403.8599853515625,404.139892578125,403.80499267578125,40286,3002680737792
2026-03-11T11:06:00-04:00,MSFT,Microsoft Corporation,403.79998779296875,403.9700012207031,403.7300109863281,33218,3002680737792
2026-03-11T11:07:00-04:00,MSFT,Microsoft Corporation,403.80499267578125,404.010009765625,403.7550048828125,39750,3002680737792
2026-03-11T11:08:00-04:00,MSFT,Microsoft Corporation,403.4599914550781,403.8699951171875,403.42999267578125,67177,3002680737792
2026-03-11T11:09:00-04:00,MSFT,Microsoft Corporation,403.32000732421875,403.6000061035156,403.239990234375,63752,3002680737792
2026-03-11T11:10:00-04:00,MSFT,Microsoft Corporation,403.02081298828125,403.42999267578125,403.0,111662,3002680737792
2026-03-11T11:11:00-04:00,MSFT,Microsoft Corporation,402.81500244140625,403.1000061035156,402.67999267578125,74471,3002680737792
