timestamp,ticker,name,current_price,day_high,day_low,volume,market_cap
2026-03-13T00:01:45.022961,TSLA,"Tesla, Inc.",407.82,416.3799,402.15,62101725,1530316849152
2026-03-13T00:01:53.267585,TSLA,"Tesla, Inc.",407.82,416.3799,402.15,62101725,1530316849152
2026-03-13T00:01:55.911454,TSLA,"Tesla, Inc.",407.82,416.3799,402.15,62101725,1530316849152
